id,role,display_title,relative_path,open_larger,module,section,provenance_type,provenance_detail,source_url,drive_file_id,generation_conversation,generation_prompt,alt,caption,source_boundary,semantic_audit,plan_status,sha256,bytes,format,width,height,page_count
theory-m05-s02,theory_visual,"Conditions, resources and dairy production",assets/theory/theory-m05-s02.png,assets/theory/theory-m05-s02.png,5,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 5, Section 2 - Conditions, resources and dairy production
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: a dairy paddock, shade, water access and a plain milking shed are visible while student hands hold a blank resource-observation sheet
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no named region, production figure, suitability verdict or farm routine is claimed
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: a dairy paddock, shade, water access and a plain milking shed are visible while student hands hold a blank resource-observation sheet.","Observation prompt for Conditions, resources and dairy production. No named region, production figure, suitability verdict or farm routine is claimed. Use verified theory for definitions, facts and conclusions.","no named region, production figure, suitability verdict or farm routine is claimed",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,CE25B0436A19097EECC36F8463D7D8E0774DAD7E5BBBEB42CF59CE7F8105F4C7,2896661,png,1536,1024,
theory-m05-s03,theory_visual,From milk to value-added products,assets/theory/theory-m05-s03.png,assets/theory/theory-m05-s03.png,5,3,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 5, Section 3 - From milk to value-added products
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: unbranded sealed milk, plain yoghurt, cheese and butter samples are arranged beside blank sequence cards on a clean classroom table
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no processing method, nutrition, brand or value claim is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: unbranded sealed milk, plain yoghurt, cheese and butter samples are arranged beside blank sequence cards on a clean classroom table.","Observation prompt for From milk to value-added products. No processing method, nutrition, brand or value claim is encoded. Use verified theory for definitions, facts and conclusions.","no processing method, nutrition, brand or value claim is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,DC77568F22589FCA97FCD15C115212B3A27504DB722B0AE3A0E9C1BE070D62AA,2123289,png,1536,1024,
theory-m06-s01,theory_visual,Why milk is processed,assets/theory/theory-m06-s01.png,assets/theory/theory-m06-s01.png,6,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 6, Section 1 - Why milk is processed
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: a sealed milk bottle and blank process-sequence cards sit before a clean dairy processing viewing area with closed stainless equipment
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: the reasons, steps, temperatures and times come only from verified theory
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: a sealed milk bottle and blank process-sequence cards sit before a clean dairy processing viewing area with closed stainless equipment.,"Observation prompt for Why milk is processed. The reasons, steps, temperatures and times come only from verified theory. Use verified theory for definitions, facts and conclusions.","the reasons, steps, temperatures and times come only from verified theory",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,A11E731DF3F1CEC62ABC58D652D39D55ABD959B6AD9B02409857EFAD72495BEE,2178103,png,1536,1024,
theory-m06-s02,theory_visual,Food safety controls from farm to fridge,assets/theory/theory-m06-s02.png,assets/theory/theory-m06-s02.png,6,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 6, Section 2 - Food safety controls from farm to fridge
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands compare unlabelled photographs of sealed farm collection, insulated transport and refrigerated display beside a blank checklist
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no temperature, timing, hazard rating or procedure is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: student hands compare unlabelled photographs of sealed farm collection, insulated transport and refrigerated display beside a blank checklist.","Observation prompt for Food safety controls from farm to fridge. No temperature, timing, hazard rating or procedure is encoded. Use verified theory for definitions, facts and conclusions.","no temperature, timing, hazard rating or procedure is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,3B063ADECBEAD1A909825627E2941CE81C513056F97F53A77D01ABC7051BE813,2371431,png,1536,1024,
theory-m06-s03,theory_visual,Nutrition information and informed choice,assets/theory/theory-m06-s03.png,assets/theory/theory-m06-s03.png,6,3,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 6, Section 3 - Nutrition information and informed choice
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands compare two plain unbranded milk containers with blank information panels beside a blank decision sheet
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no nutrient, serving, health or personal medical claim is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: student hands compare two plain unbranded milk containers with blank information panels beside a blank decision sheet.,"Observation prompt for Nutrition information and informed choice. No nutrient, serving, health or personal medical claim is encoded. Use verified theory for definitions, facts and conclusions.","no nutrient, serving, health or personal medical claim is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,933EBD9AB2D0C4D882415558B5A03B62042BA6246C3ABA5AAA36CCC20180C046,2118546,png,1536,1024,
theory-m07-s01,theory_visual,What horticulture includes,assets/theory/theory-m07-s01.png,assets/theory/theory-m07-s01.png,7,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 7, Section 1 - What horticulture includes
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: one coherent Australian horticulture landscape shows vegetable rows, a modest orchard and a simple greenhouse with a blank notebook in the foreground
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: the image is contextual and does not itself define categories
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: one coherent Australian horticulture landscape shows vegetable rows, a modest orchard and a simple greenhouse with a blank notebook in the foreground.","Observation prompt for What horticulture includes. The image is contextual and does not itself define categories. Use verified theory for definitions, facts and conclusions.",the image is contextual and does not itself define categories,PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,586FE27B32BF28096027E9F776411051A34F6925475D365026ABB381368C34FD,2874886,png,1536,1024,
theory-m07-s02,theory_visual,Why crops suit particular regions,assets/theory/theory-m07-s02.png,assets/theory/theory-m07-s02.png,7,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 7, Section 2 - Why crops suit particular regions
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands compare a soil sample, leaf specimen and blank weather-observation card beside a real vegetable crop
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no region name, climate data, measurement or suitability verdict is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: student hands compare a soil sample, leaf specimen and blank weather-observation card beside a real vegetable crop.","Observation prompt for Why crops suit particular regions. No region name, climate data, measurement or suitability verdict is encoded. Use verified theory for definitions, facts and conclusions.","no region name, climate data, measurement or suitability verdict is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,0CB8FFCE7D0FA361A1A24734B9E6B2CC6B6F7B4E1B4463F569DD27E8F132E39C,2557636,png,1536,1024,
theory-m07-s03,theory_visual,"Seasonality, markets and production decisions",assets/theory/theory-m07-s03.png,assets/theory/theory-m07-s03.png,7,3,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 7, Section 3 - Seasonality, markets and production decisions
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: seasonal produce in reusable crates sits beside a completely blank calendar card at a modest farm market preparation area
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no dates, prices, location, availability or market claim is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: seasonal produce in reusable crates sits beside a completely blank calendar card at a modest farm market preparation area.,"Observation prompt for Seasonality, markets and production decisions. No dates, prices, location, availability or market claim is encoded. Use verified theory for definitions, facts and conclusions.","no dates, prices, location, availability or market claim is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,887C2725343EC49CC9AC54BB64066F2230EED40AD41EDEC81CF421309D242A89,2569117,png,1536,1024,
theory-m08-s01,theory_visual,Tracing a horticultural product from paddock to plate,assets/theory/theory-m08-s01.png,assets/theory/theory-m08-s01.png,8,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 8, Section 1 - Tracing a horticultural product from paddock to plate
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: one unbranded produce crate moves through a clean packing area while student hands arrange blank photo-sequence cards
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: the verified theory supplies stage names and order
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: one unbranded produce crate moves through a clean packing area while student hands arrange blank photo-sequence cards.,"Observation prompt for Tracing a horticultural product from paddock to plate. The verified theory supplies stage names and order. Use verified theory for definitions, facts and conclusions.",the verified theory supplies stage names and order,PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,B009DAAFD9C5C05D63339BE9BCD99D2B01791892BFB4AE57B9B5B4BAB977F639,2275823,png,1536,1024,
theory-m08-s02,theory_visual,"Sensors, robotics and precision decisions",assets/theory/theory-m08-s02.png,assets/theory/theory-m08-s02.png,8,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 8, Section 2 - Sensors, robotics and precision decisions
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: a small guarded robotic arm and a plain field sensor operate at safe distance in a produce facility while a student holds a blank evidence sheet
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no settings, efficiency, accuracy or decision outcome is claimed
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: a small guarded robotic arm and a plain field sensor operate at safe distance in a produce facility while a student holds a blank evidence sheet.,"Observation prompt for Sensors, robotics and precision decisions. No settings, efficiency, accuracy or decision outcome is claimed. Use verified theory for definitions, facts and conclusions.","no settings, efficiency, accuracy or decision outcome is claimed",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,7F142C1A33EFA6780EE5EE120C6537B0AFBDC24CD6C8C93EE980F07A78AE0F7B,2094536,png,1536,1024,
theory-m08-s03,theory_visual,"Plant parts, food labels and balanced choices",assets/theory/theory-m08-s03.png,assets/theory/theory-m08-s03.png,8,3,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 8, Section 3 - Plant parts, food labels and balanced choices
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: a restrained selection of roots, leaves, stems, fruits and seeds sits beside two plain packages with blank label panels and a blank notebook
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no plant-part answers, nutrition claims or personal health advice is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: a restrained selection of roots, leaves, stems, fruits and seeds sits beside two plain packages with blank label panels and a blank notebook.","Observation prompt for Plant parts, food labels and balanced choices. No plant-part answers, nutrition claims or personal health advice is encoded. Use verified theory for definitions, facts and conclusions.","no plant-part answers, nutrition claims or personal health advice is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,256535B7D15CC4C06F058C0E846044B4EEA249A0FB77ADAC757C685DC40B1785,2299256,png,1536,1024,
theory-m09-s01,theory_visual,Pork products and value adding,assets/theory/theory-m09-s01.png,assets/theory/theory-m09-s01.png,9,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 9, Section 1 - Pork products and value adding
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: plain fresh pork and one unbranded processed pork product are sealed on a clean classroom evidence table beside blank comparison cards
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no origin, processing, nutrition, price or value judgement is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: plain fresh pork and one unbranded processed pork product are sealed on a clean classroom evidence table beside blank comparison cards.,"Observation prompt for Pork products and value adding. No origin, processing, nutrition, price or value judgement is encoded. Use verified theory for definitions, facts and conclusions.","no origin, processing, nutrition, price or value judgement is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,6993E323BC775339CECE7D3DEAE31AA38F685FB95ED405A5B09AFEB6F47FE447,2299382,png,1536,1024,
theory-m09-s02,theory_visual,Reading country-of-origin evidence,assets/theory/theory-m09-s02.png,assets/theory/theory-m09-s02.png,9,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 9, Section 2 - Reading country-of-origin evidence
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands use a magnifier to inspect two sealed unbranded food packages with completely blank label panels
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no country, symbol, percentage or label answer is supplied
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: student hands use a magnifier to inspect two sealed unbranded food packages with completely blank label panels.,"Observation prompt for Reading country-of-origin evidence. No country, symbol, percentage or label answer is supplied. Use verified theory for definitions, facts and conclusions.","no country, symbol, percentage or label answer is supplied",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,DA80D0A53932375C4FF15A99593F8C5B19D036422E6C6B6C9450C8561D3059D1,2159806,png,1536,1024,
theory-m09-s03,theory_visual,"Breed traits, crossbreeding and evidence",assets/theory/theory-m09-s03.png,assets/theory/theory-m09-s03.png,9,3,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 9, Section 3 - Breed traits, crossbreeding and evidence
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands compare unlabelled photographs of healthy pigs with differing visible coat patterns beside blank livestock record cards
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: appearance cannot identify breed, parentage or hybrid vigour
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: student hands compare unlabelled photographs of healthy pigs with differing visible coat patterns beside blank livestock record cards.,"Observation prompt for Breed traits, crossbreeding and evidence. Appearance cannot identify breed, parentage or hybrid vigour. Use verified theory for definitions, facts and conclusions.","appearance cannot identify breed, parentage or hybrid vigour",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,C067915A42BCD78428F04E5810F4AEB9D90FFC0044DF3EA44B818862B4AFADB3,2571351,png,1536,1024,
theory-m10-s01,theory_visual,Comparing pig housing systems,assets/theory/theory-m10-s01.png,assets/theory/theory-m10-s01.png,10,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 10, Section 1 - Comparing pig housing systems
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands compare three unlabelled photographic evidence cards showing different observable pig environments beside a blank matrix
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no system label, stocking density, welfare rating or winner is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: student hands compare three unlabelled photographic evidence cards showing different observable pig environments beside a blank matrix.,"Observation prompt for Comparing pig housing systems. No system label, stocking density, welfare rating or winner is encoded. Use verified theory for definitions, facts and conclusions.","no system label, stocking density, welfare rating or winner is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,6FCC4D3401444660AE7280D2BD76403ACADA7767DD3E690B689CEFCC5603AD38,2521207,png,1536,1024,
theory-m10-s02,theory_visual,"Feed, growth and production goals",assets/theory/theory-m10-s02.png,assets/theory/theory-m10-s02.png,10,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 10, Section 2 - Feed, growth and production goals
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: healthy pigs stand at respectful distance near a plain feeder while student hands hold a blank feed-observation card behind a safe rail
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no ration, growth rate, feed conversion, quantity or procedure is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: healthy pigs stand at respectful distance near a plain feeder while student hands hold a blank feed-observation card behind a safe rail.,"Observation prompt for Feed, growth and production goals. No ration, growth rate, feed conversion, quantity or procedure is encoded. Use verified theory for definitions, facts and conclusions.","no ration, growth rate, feed conversion, quantity or procedure is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,7ACC8CE11D7DD8B4174E228EAA48AF6D7812B61DCA578C0B1A8FA27E8D887EA3,2361569,png,1536,1024,
